strikes,date,village,region,year,leaders_killed,leader_names,leader_description,militants_low,militants_high,militants_avg,unknown_low,unknown_high,unknown_avg,civilians_low,civilians_high,civilians_avg,total_low,total_high,total_avg,president_name,president_number,target_type,target_description,target_organization_name,target_group,geo_lat,geo_lon,province,strike_type,Source,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,OBJECTID,PROVINCE_2,DISTRICT,PA
true,11/20/2014,Mada Khel,North Waziristan,2014,,,,6,6,6,,,,,,,6,6,6,Obama,44,House,,Taliban,1. Taliban,32.90676122,69.75133892,Federally Administered Tribal Areas,,Reuters,reuters,,,,,,,,,
true,12/6/2014,Datta Khel,North Waziristan,2014,1,Umar Farooq,"Commander, Al Qaeda in the Indian Sub-Continent",4,6,5,,,,,,,4,6,5,Obama,44,Compound,,Al-Qaeda,3. Al-Qaeda,32.96840141,69.8483276,Federally Administered Tribal Areas,,CNN,NYT,Reuters,Dawn,The Nation,Tribune,,,,,
true,12/20/2014,Datta Khel,North Waziristan,2014,,,,5,5,5,,,,,,,5,5,5,Obama,44,Building,,Taliban,1. Taliban,32.94656185,69.81536862,Federally Administered Tribal Areas,,AP,Dawn,,,,,,,,,
true,12/26/2014,Shawal Valley,North Waziristan,2014,,,,7,9,8,,,,,,,7,9,8,Obama,44,Militantcompound,,Taliban,1. Taliban,33.00005289,69.92935177,Federally Administered Tribal Areas,,AP,CNN,NYT,Reuters,,,,,,,
true,1/4/2015,Datta Khel,North Waziristan,2015,,,,5,8,6.5,,,,,,,5,8,6.5,Obama,44,Compound,,Taliban,1. Taliban,33.00178048,69.94239804,Federally Administered Tribal Areas,,AFP,Guardian,BBC,Dawn,NYT,,,,,,
true,1/15/2015,Tehsil Ladha,South Waziristan,2015,1,Ahmed Farouq,"Deputy Chief, Al Qaeda in the Indian Sub-Continent - also an American",4,4,4,0,0,0,2,2,2,6,6,6,Obama,44,Compound,Compound,Al-Qaeda,3. Al-Qaeda,31.88016221,69.30587765,Federally Administered Tribal Areas,Drone or Air Strike,Reuters,RFE/RL,Dawn,ET,NYT,WSJ,CNN,39,BALOCHISTAN,ZHOB,PB-18
true,1/29/2015,"Shawal Valley, North Waziristan",North Waziristan,2015,,,,6,7,6.5,,,,,,,6,7,6.5,Obama,44,Compound,Compound,Unclear,7. Unclear,32.75205508,69.57916256,Federally Administered Tribal Areas,Drone or Air Strike,ET,RFE/RL,,,,,,,,,
true,4/12/2015,"Shawal Valley, North Waziristan",Federally Administered Tribal Areas,2015,,,,4,4,4,,,,,,,4,4,4,Obama,44,House,,Taliban,1. Taliban,32.615148,69.51023,,Drone or Air Strike,Reuters,ET,Dawn,,,,,,,,
true,5/16/2015,Shawal,North Waziristan,2015,,,,3,5,4,,,,,,,3,5,4,Obama,44,Compound,,Unclear,7. Unclear,32.614715,69.499587,,Drone or Air Strike,AP,Reuters,,,,,,,,,
true,5/18/2015,Shawal,North Waziristan,2015,,,,5,5,5,,,,,,,5,5,5,Obama,44,Compound,3 Uzbek and 2 Pakistani militants were killed,Taliban,1. Taliban,32.614715,69.499587,,Drone or Air Strike,Guardian,AP,,,,,,,,,
true,6/1/2015,Shawal,North Waziristan,2015,,,,4,4,4,,,,,,,4,4,4,Obama,44,Vehicle,,Unclear,7. Unclear,32.6169196,69.4999301,,Drone or Air Strike,AP,GEOTV,,,,,,,,,
true,6/6/2015,Shawal,North Waziristan,2015,,,,7,9,8,,,,,,,7,9,8,Obama,44,House,,Taliban,1. Taliban,32.6169196,69.4999301,,Drone or Air Strike,AFP,Dawn,Asia Dispatch,News 18,,,,,,,
true,8/6/2015,Datta Khel,North Waziristan,2015,,,,4,7,5.5,0,0,0,0,0,0,4,7,5.5,Obama,44,House,,Haqqani Network,4. Haqqani Network,32.905929,69.748292,,Drone or Air Strike,AP,RFE/RL,ET,Yahoo News,Dawn,The News,Xinhau,,,,
true,9/1/2015,Datta Khel,North Waziristan,2015,,,,5,6,5.5,0,0,0,0,0,0,5,6,5.5,Obama,44,Compound,A compound used by foreign militants.,Unclear,7. Unclear,32.9056139,69.7482919,,Drone or Air Strike,RFE/RL,Reuters,Times of India,Deccan Chronicle,Yahoo,Bureau Investigative,Dawn,,,,
true,1/9/2016,Mangrooti,North Waziristan,2016,1,Maulana Noor Saeed,"Commander, Pakistani Taliban",5,5,5,,,,,,,5,5,5,Obama,44,Compound,"A top commander, Maulana Noor Saeed, of the banned Tehrek-e-Taliban Pakistan was among those killed in the US strike in North Waziristan. The target of the drone strike was a militant hideout in Mangroti, a village situated on the border of North Waziristan",Taliban,1. Taliban,32.704161,69.467315,,Drone or Air Strike,Express Tribune,Express Tribune,Dawn,,,,,,,,
true,2/22/2016,Shahidano Dhand,Kurram,2016,,,,1,4,2.5,,,,,,,1,4,2.5,Obama,44,House and Vehicle,Three jihadist encampments and two vehicles were targeted by remotely piloted Reaper drones that fired four missiles. The militants killed were suspected to be members of the Taliban-affiliated Haqqani network. Three other individuals with unknown identities were reported injured as well.,Haqqani Network,4. Haqqani Network,33.6656971,70.6284736,,Drone or Air Strike,NBC,Dawn,The Hindu,Sputnik,Tribune,Dunya News,,,,,
true,5/21/2016,Dahl Bandin,Balochistan,2016,1,Mullah Akhtar Mansour,"Emir, Taliban",2,2,2,,,,,,,2,2,2,Obama,44,Vehicle,"A U.S. drone strike -- authorized and confirmed by U.S. President Barack Obama -- in Pakistan's Balochistan province targeted and killed Taliban leader Mullah Akhtar Monsour on Saturday, May 21, 2016 as he was traveling from Iran to Quetta, in Balochistan, in a vehicle with his driver along Route N-40. The Taliban confirmed the death. The strike was operated by the U.S. Joint Special Operations Command, with the drone originating in Afghanistan before crossing into Pakistan.",Taliban,1. Taliban,28.948282,64.2718753,,Drone or Air Strike,Guardian,Reuters,AJE,ET,VoA,CNN,NYT,13,BALOCHISTAN,CHAGAI,PB-39
true,3/2/2017,"Sara Khwa, Kurram Agency",South Waziristan,2017,1,Qari Abdullah Subari,Senior Taliban commander,2,2,2,,,,,,,2,2,2,Trump,45,Motorcycle,"An alleged U.S. drone strike -- which would be the first drone strike in Pakistan of the Donald Trump administration and the first since the May 21, 2016 strike that killed Taliban leader Mullah Akhtar Monsour in Balochistan -- killed two suspected Taliban militants traveling on a motorcycle. Dawn reports that one of the men was Qari Abdullah Subari, a senior Taliban commander. The other was identified by Dawn only by his first name, Shakir. Dawn and the Express Tribune report different names and ET does not refer to them as Taliban members. This will be updated as more information comes in.",Taliban,1. Taliban,32.2936111,70.1028113,Federally Administered Tribal Areas,Drone or Air Strike,Reuters,Dawn,ET,Hindustan Times,AP,,,,,,
true,4/26/2017,Lawara Mandi,North Waziristan,2017,3,"Abdur Rahman, Akhtar Mohammad, and Abdul Raheem","Rahman and Mohammad, ""two militant commanders,"" and Raheem, a ""key al-Qaeda commander""",7,8,7.5,,,,0,3,1.5,7,11,9,Trump,45,House,"Kamran Afridi, a senior regional official in North Waziristan, and Pakistani Taliban (TTP) spox Abdullah Wazirstani confirmed that seven Taliban militants were killed in a suspected U.S. drone strike on a house on Wednesday, 26 April. Wazirstani claimed that three civilian ""laborers"" were killed in the strike alongside the militants. Multiple reports have also confirmed the death of a ""key"" al-Qaeda commander, Abdul Raheem, an Iraqi from Mosul, and Abdul Rehman and Akhtar Mohammad, two commanders who were in the house in an area that has connections to TTP. The organization with which Rehman and Mohammad were affiliated is not clear.",Taliban,1. Taliban,33.1440818,70.0212442,Federally Administered Tribal Areas,Drone or Air Strike,Reuters,Fox News/Associated Press,AFP/The News,Daily Times,Tolo News,,,,,,
true,6/12/2017,Hangu district,Khyber Punkhtunkhwa,2017,1,Identified as Abubakar Haqqani,A commander of Taliban-affiliated Haqqani network,1,3,2,0,2,1,0,1,0.5,1,6,3.5,Trump,45,Compound,Home of Abubakr Haqqani,Haqqani Network,4. Haqqani Network,33.4271716,70.6062492,Khyber Pakhtunkhwa,Drone or Air Strike,RFE/RL,Dawn,VOA,ET,The Nation,,,70,KHYBER PAKHTUNKHWA,HANGU,PK-43
true,7/3/2017,Marghalan,South Waziristan,2017,1,Pir Agha,ISIS commander,4,4,4,,,,,,,4,4,4,Trump,45,Vehicle,"Two missiles reportedly fired from a U.S. drone hit a vehicle and killed local ISIS commander Pir Agha and three of his associates in South Waziristan early on Monday, July 3, 2017.",ISIS,6. ISIS,32.2399893,69.4364008,Federally Administered Tribal Areas,Drone or Air Strike,Dawn,Pajhwok/MENAFN,,,,,,,,,
true,9/15/2017,Ghuz Ghari,Kurram Agency,2017,0,,,3,3,3,,,,,,,3,3,3,Trump,45,House,"A U.S. drone strike targeted the house of Maulvi Mohib, a Haqqani figure, killing three people",Haqqani Network,4. Haqqani Network,33.7006204,70.171567,Federally Administered Tribal Areas,Drone or Air Strike,The Nation,Pakistan Today,Reuters,AFP/Dawn,VOA,,,,,,
true,10/16/2017,Maqbal,Kurram Agency,2017,1,Sangeen Wali,A top commander of the Haqqani network,4,20,12,0,0,0,0,0,0,4,20,12,Trump,45,House,"A U.S. drone strike killed five unidentified militants on Oct. 16 in the Maqbal area of the Kurram Agency, which is approximately four miles from the Afghanistan border. A top Haqqani network commander, Sangeen Wali, was reportedly killed in the strike.",Haqqani Network,4. Haqqani Network,33.6920485,70.0474217,Federally Administered Tribal Areas,Drone or Air Strike,ABC News,Express Tribune,The Nation,Pakistan Today,Miami Herald,Japan Times,,,,,
true,11/30/2017,Unclear,Kurram Agency,2017,0,,,3,4,3.5,0,0,0,0,0,0,3,4,3.5,Trump,45,Compound,"A suspected U.S. drone strike targeted a Haqqani hideout in Kurram Agency along the Afghan-Pakistan border. The compound reportedly housed militants under the command senior network commander Abdur Rasheed Haqqani. However, it is not yet clear if Haqqani was killed in the strike.",Haqqani Network,4. Haqqani Network,33.6905281,69.7671562,Federally Administered Tribal Areas,Drone or Air Strike,Voice of America,Radio Free Europe/Radio Liberty,Pakistan Today,Geo TV,,,,,,,
true,12/26/2017,"Mata Sangar, near Ghuzgarhi",Kurram Agency,2017,1,"Jamil-ud-Din (RFE/RL), Jamiuddin (Reuters), Juma Khan (TOLO)",Haqqani commander,2,3,2.5,0,0,0,0,0,0,2,3,2.5,Trump,45,Vehicle,"A suspected U.S. drone targeted a vehicle carrying a Haqqani commander, identified by a variety of names but most commonly as Jamiuddin, and another militant on December 26 in Pakistan's Kurram Agency.",Haqqani Network,4. Haqqani Network,33.795036,69.9818372,Federally Administered Tribal Areas,Drone or Air Strike,Dawn,Reuters,RFE/RL,TOLO News,Pajhwok,Khaama Press,,,,,
true,1/17/2018,Badshah Kot,Kurram Agency,2018,0,,,0,0,0,0,0,0,0,0,0,0,0,0,Trump,45,House,"A suspected U.S. drone targeted a house in Badshah Kot in Lower Kurram Agency, near Pakistan's border with Afghanistan, on Wednesday, January 17, 2018. The strike injured one individual, who according to news reports was referred to by local officials as an ""Afghan extremist."" No one was killed. This is the first U.S.-conducted drone strike in Pakistan in 2018.",Unclear,7. Unclear,33.4616987,70.3628775,Federally Administered Tribal Areas,Drone or Air Strike,Express Tribune,Dawn,Pakistan Today,,,,,,,,
true,1/24/2018,Speen Thal Dapa Mamuzai,Kurram Agency,2018,2,Ahsan Khorai and Nasir Mehmood,Haqqani commanders,2,3,2.5,0,0,0,0,0,0,2,3,2.5,Trump,45,House,"A suspected U.S. drone strike on Jan. 24 killed two to three militants in northwest Pakistan. A local police officer and intelligence official based in the area identified two militants as Ahsan Khorai, a leader in the Haqqani Network, and Nasir Mehmood, also identified by the New York Times as a Haqqani commander. Locals in the region told Xinhua News that they'd seen U.S. drones hovering low over Orakzai agency, Kurram agency, and areas in an adjoining province. Reports are mixed on whether the strike took place in Kurram or Orakzai.",Haqqani Network,4. Haqqani Network,33.6901807,70.0272319,Federally Administered Tribal Areas,Drone or Air Strike,Reuters,Radio Free Europe/Radio Liberty,New York Times,U.S. News,Xinhua News,,,,,,
true,2/8/2018,Gorwak,North Waziristan,2018,0,,,3,7,5,0,0,0,0,0,0,3,7,5,Trump,45,Compound,"A U.S. drone strike targeted a Haqqani Network compound in the village of Gorwak in North Waziristan. According to the AP, the strike targeted Qudrat Ullah, a local Haqqani commander, but it's unclear as to whether he survived the strike.",Haqqani Network,4. Haqqani Network,32.8453688,69.4870511,Federally Administered Tribal Areas,Drone or Air Strike,AP,AP,Pajhwok,Dawn,,,,,,,
true,2/8/2018,Gorwak,North Waziristan,2018,1,Khalid Mehsud,"The deputy commander of Tehreek-e-Taliban Pakistan (TTP), alternatively referred to as Khan Said and Khan Said Mehsud, and also known by his alias, Sajna.",1,3,2,0,0,0,0,0,0,1,3,2,Trump,45,Unclear,"A U.S. drone strike targeted and killed Khalid Mehsud, the deputy commander of Tehrik-e-Taliban Pakistan, or the Pakistani Taliban (TTP). VOA reports that ""several of his aides"" were also killed, but New America cannot confirm casualty numbers outside of Mehsud. A Taliban spokesperson, Azam Tariq Mehsud, told media that the strike occurred in the Gorwak village of North Waziristan, which has been widely reported. Alternatively, Dawn and the Express Tribune report that officials, presumably from the Pakistani government, claim that the strike occurred in Afghanistan. At this time, New America--given the lack of clarity from the ""officials"" quoted by Dawn at the Express Tribune and the widely-reported claim from the TTP spokesman of Mehsud's death in Pakistan--is placing the strike in Pakistan, though will change and/or update should more information become available.",Taliban,1. Taliban,32.8453688,69.4870511,Federally Administered Tribal Areas,Drone or Air Strike,BBC,RFE/RL,Reuters,AP,Voice of America,Dawn,Express Tribune,,,,
true,7/4/2018,Tor Tangai,North Waziristan,2018,1,Qari Abdullah Dawar,Chief Commander of Hafiz Gul Bahadur group of the Pakistani Taliban,1,2,1.5,0,0,0,0,0,0,1,2,1.5,Trump,45,Unclear,"The Associated Press reported that intelligence officials of Pakistan say a suspected U.S. drone strike killed a militant commander and his associate near the Afghan border. These officials say the drone targeted the commander, Qari Abdullah Dawar, as he was walking with his associate near their mountain hideout in the Tor Tangai area of Dattakhel in North Waziristan on Wednesday.",Taliban,1. Taliban,33.15,70.4333,Federally Administered Tribal Areas,Drone or Air Strike,Xinhua,New York Times,The Seattle Times,The Washington Post,The News International,,,,,,
